"['carrying', 'a', 'screaming', 'child', '.']","['mit', 'kindern']",mit
"['screaming', 'child', '.', '</s>', '</s>']","['kindern', 'mit']",gesichtsbemalung
"['child', '.', '</s>', '</s>', '</s>']","['mit', 'gesichtsbemalung']",unterwegs
"['</s>', '</s>', '</s>']","['gesichtsbemalung', 'unterwegs']",ist
"['</s>', '</s>']","['unterwegs', 'ist']",und
[],"['ist', 'und']",ein
[],"['und', 'ein']",schreiendes
[],"['ein', 'schreiendes']",kind
[],"['schreiendes', 'kind']",auf
[],"['kind', 'auf']",dem
[],"['auf', 'dem']",arm
[],"['dem', 'arm']",hat
[],"['arm', 'hat']",.

"['<s>', '<s>', 'a', 'chef', 'with']","['<s>', '<s>']",ein
"['<s>', 'a', 'chef', 'with', 'glasses']","['<s>', 'ein']",koch
"['a', 'chef', 'with', 'glasses', 'cooks']","['ein', 'koch']",mit
"['chef', 'with', 'glasses', 'cooks', 'french']","['koch', 'mit']",brille
"['with', 'glasses', 'cooks', 'french', 'bread']","['mit', 'brille']",bereitet
"['glasses', 'cooks', 'french', 'bread', 'in']","['brille', 'bereitet']",in
"['cooks', 'french', 'bread', 'in', 'a']","['bereitet', 'in']",einem
"['french', 'bread', 'in', 'a', 'giant']","['in', 'einem']",riesigen
"['bread', 'in', 'a', 'giant', 'oven']","['einem', 'riesigen']",ofen
"['in', 'a', 'giant', 'oven', '.']","['riesigen', 'ofen']",baguette
"['a', 'giant', 'oven', '.', '</s>']","['ofen', 'baguette']",zu
"['giant', 'oven', '.', '</s>', '</s>']","['baguette', 'zu']",.

"['<s>', '<s>', 'two', 'people', 'stand']","['<s>', '<s>']",zwei
"['<s>', '<s>', 'two', 'people', 'stand']","['<s>', 'zwei']",personen
"['<s>', 'two', 'people', 'stand', 'outside']","['zwei', 'personen']",stehen
"['two', 'people', 'stand', 'outside', 'a']","['personen', 'stehen']",vor
"['people', 'stand', 'outside', 'a', 'wine']","['stehen', 'vor']",einem
"['stand', 'outside', 'a', 'wine', 'shop']","['vor', 'einem']",weingeschäft
"['outside', 'a', 'wine', 'shop', '.']","['einem', 'weingeschäft']",.

"['<s>', '<s>', 'a', 'man', 'and']","['<s>', '<s>']",ein
"['<s>', '<s>', 'a', 'man', 'and']","['<s>', 'ein']",mann
"['<s>', 'a', 'man', 'and', 'a']","['ein', 'mann']",und
"['a', 'man', 'and', 'a', 'woman']","['mann', 'und']",eine
"['man', 'and', 'a', 'woman', 'tak']","['und', 'eine']",frau
"['and', 'a', 'woman', 'tak', 'outside']","['eine', 'frau']",sprechen
"['a', 'woman', 'tak', 'outside', 'of']","['frau', 'sprechen']",vor
"['woman', 'tak', 'outside', 'of', 'a']","['sprechen', 'vor']",einem
"['tak', 'outside', 'of', 'a', 'coffee']","['vor', 'einem']",kaffeehaus
"['outside', 'of', 'a', 'coffee', 'house']","['einem', 'kaffeehaus']",miteinander
"['of', 'a', 'coffee', 'house', '.']","['kaffeehaus', 'miteinander']",.

"['<s>', '<s>', 'a', 'silhouette', 'of']","['<s>', '<s>']",eine
"['<s>', 'a', 'silhouette', 'of', 'a']","['<s>', 'eine']",silhouette
"['a', 'silhouette', 'of', 'a', 'kid']","['eine', 'silhouette']",eines
"['silhouette', 'of', 'a', 'kid', 'playing']","['silhouette', 'eines']",kinds
"['of', 'a', 'kid', 'playing', 'on']","['eines', 'kinds']",","
"['a', 'kid', 'playing', 'on', 'a']","['kinds', ',']",das
"['kid', 'playing', 'on', 'a', 'beach']","[',', 'das']",an
"['playing', 'on', 'a', 'beach', '.']","['das', 'an']",einem
"['on', 'a', 'beach', '.', '</s>']","['an', 'einem']",strand
"['a', 'beach', '.', '</s>', '</s>']","['einem', 'strand']",spielt
"['.', '</s>', '</s>', '</s>']","['strand', 'spielt']",.

"['<s>', '<s>', 'a', 'man', 'wearing']","['<s>', '<s>']",ein
"['<s>', 'a', 'man', 'wearing', 'shorts']","['<s>', 'ein']",mann
"['a', 'man', 'wearing', 'shorts', ',']","['ein', 'mann']",","
"['man', 'wearing', 'shorts', ',', 'sandals']","['mann', ',']",der
"['wearing', 'shorts', ',', 'sandals', ',']","[',', 'der']",kurze
"['shorts', ',', 'sandals', ',', 'and']","['der', 'kurze']",hosen
"[',', 'sandals', ',', 'and', 'a']","['kurze', 'hosen']",","
"['sandals', ',', 'and', 'a', 'black']","['hosen', ',']",sandalen
"[',', 'and', 'a', 'black', 'shirt']","[',', 'sandalen']",und
"['a', 'black', 'shirt', 'is', 'talking']","['sandalen', 'und']",ein
"['black', 'shirt', 'is', 'talking', 'on']","['und', 'ein']",schwarzes
"['shirt', 'is', 'talking', 'on', 'his']","['ein', 'schwarzes']",hemd
"['is', 'talking', 'on', 'his', 'cellphone']","['schwarzes', 'hemd']",trägt
"['talking', 'on', 'his', 'cellphone', '.']","['hemd', 'trägt']",","
"['on', 'his', 'cellphone', '.', '</s>']","['trägt', ',']",spricht
"['his', 'cellphone', '.', '</s>', '</s>']","[',', 'spricht']",auf
"['cellphone', '.', '</s>', '</s>', '</s>']","['spricht', 'auf']",seinem
"['</s>', '</s>', '</s>']","['auf', 'seinem']",handy
"['</s>', '</s>']","['seinem', 'handy']",.

"['<s>', '<s>', 'two', 'men', 'talk']","['<s>', '<s>']",zwei
"['<s>', 'two', 'men', 'talk', 'in']","['<s>', 'zwei']",männer
"['two', 'men', 'talk', 'in', 'a']","['zwei', 'männer']",sprechen
"['men', 'talk', 'in', 'a', 'restaurant']","['männer', 'sprechen']",in
"['talk', 'in', 'a', 'restaurant', 'kitchen']","['sprechen', 'in']",einer
"['in', 'a', 'restaurant', 'kitchen', '.']","['in', 'einer']",restaurantküche
"['a', 'restaurant', 'kitchen', '.', '</s>']","['einer', 'restaurantküche']",miteinander
"['restaurant', 'kitchen', '.', '</s>', '</s>']","['restaurantküche', 'miteinander']",.

"['<s>', '<s>', 'a', 'young', 'girl']","['<s>', '<s>']",ein
"['<s>', 'a', 'young', 'girl', 'sits']","['<s>', 'ein']",mädchen
"['a', 'young', 'girl', 'sits', 'on']","['ein', 'mädchen']",sitzt
"['young', 'girl', 'sits', 'on', 'a']","['mädchen', 'sitzt']",auf
"['girl', 'sits', 'on', 'a', 'rock']","['sitzt', 'auf']",einem
"['sits', 'on', 'a', 'rock', 'overlooking']","['auf', 'einem']",felsen
"['on', 'a', 'rock', 'overlooking', 'a']","['einem', 'felsen']",und
"['a', 'rock', 'overlooking', 'a', 'large']","['felsen', 'und']",blickt
"['rock', 'overlooking', 'a', 'large', 'field']","['und', 'blickt']",auf
"['overlooking', 'a', 'large', 'field', '.']","['blickt', 'auf']",ein
"['a', 'large', 'field', '.', '</s>']","['auf', 'ein']",großes
"['large', 'field', '.', '</s>', '</s>']","['ein', 'großes']",feld
"['.', '</s>', '</s>', '</s>']","['großes', 'feld']",.

"['<s>', '<s>', 'a', 'man', 'in']","['<s>', '<s>']",ein
"['<s>', 'a', 'man', 'in', 'a']","['<s>', 'ein']",mann
"['a', 'man', 'in', 'a', 'green']","['ein', 'mann']",mit
"['man', 'in', 'a', 'green', 'hat']","['mann', 'mit']",einer
"['a', 'green', 'hat', 'running', '.']","['mit', 'einer']",grünen
"['green', 'hat', 'running', '.', '</s>']","['einer', 'grünen']",mütze
"['hat', 'running', '.', '</s>', '</s>']","['grünen', 'mütze']",","
"['running', '.', '</s>', '</s>', '</s>']","['mütze', ',']",der
"['</s>', '</s>', '</s>']","[',', 'der']",rennt
"['</s>', '</s>']","['der', 'rennt']",.

"['<s>', '<s>', 'two', 'males', 'running']","['<s>', '<s>']",zwei
"['<s>', 'two', 'males', 'running', ',']","['<s>', 'zwei']",männliche
"['two', 'males', 'running', ',', 'one']","['zwei', 'männliche']",personen
"['males', 'running', ',', 'one', 'wearing']","['männliche', 'personen']",","
"['running', ',', 'one', 'wearing', 'red']","['personen', ',']",die
"[',', 'one', 'wearing', 'red', 'and']","[',', 'die']",rennen
"['wearing', 'red', 'and', 'white', ',']","['die', 'rennen']",","
"['red', 'and', 'white', ',', 'the']","['rennen', ',']",im
"['and', 'white', ',', 'the', 'other']","[',', 'im']",freien
"['white', ',', 'the', 'other', 'navy']","['im', 'freien']",","
"[',', 'the', 'other', 'navy', 'blue']","['freien', ',']",an
"['the', 'other', 'navy', 'blue', 'and']","[',', 'an']",einem
"['navy', 'blue', 'and', 'black', ',']","['an', 'einem']",wolkigen
"['blue', 'and', 'black', ',', 'outside']","['einem', 'wolkigen']",tag
"['and', 'black', ',', 'outside', 'on']","['wolkigen', 'tag']",;
"['black', ',', 'outside', 'on', 'a']","['tag', ';']",einer
"[',', 'outside', 'on', 'a', 'cloudy']","[';', 'einer']",trägt
"['outside', 'on', 'a', 'cloudy', 'day']","['einer', 'trägt']",rot
"['a', 'cloudy', 'day', '.', '</s>']","['trägt', 'rot']",und
"['cloudy', 'day', '.', '</s>', '</s>']","['rot', 'und']",weiß
"['day', '.', '</s>', '</s>', '</s>']","['und', 'weiß']",","
"['.', '</s>', '</s>', '</s>']","['weiß', ',']",der
"['</s>', '</s>', '</s>']","[',', 'der']",andere
['</s>'],"['der', 'andere']",marineblau
[],"['andere', 'marineblau']",und
[],"['marineblau', 'und']",schwarz
[],"['und', 'schwarz']",.

"['<s>', '<s>', 'a', 'little', 'boy']","['<s>', '<s>']",ein
"['<s>', 'a', 'little', 'boy', 'in']","['<s>', 'ein']",kleiner
"['a', 'little', 'boy', 'in', 'a']","['ein', 'kleiner']",junge
"['little', 'boy', 'in', 'a', 'yellow']","['kleiner', 'junge']",in
"['boy', 'in', 'a', 'yellow', 'shirt']","['junge', 'in']",einem
"['in', 'a', 'yellow', 'shirt', 'walking']","['in', 'einem']",gelben
"['a', 'yellow', 'shirt', 'walking', 'on']","['einem', 'gelben']",hemd
"['yellow', 'shirt', 'walking', 'on', 'stones']","['gelben', 'hemd']",geht
"['shirt', 'walking', 'on', 'stones', '.']","['hemd', 'geht']",auf
"['walking', 'on', 'stones', '.', '</s>']","['geht', 'auf']",steinen
"['on', 'stones', '.', '</s>', '</s>']","['auf', 'steinen']",.

"['<s>', '<s>', 'a', 'crowd', 'of']","['<s>', '<s>']",eine
"['<s>', 'a', 'crowd', 'of', 'men']","['<s>', 'eine']",aus
"['a', 'crowd', 'of', 'men', 'and']","['eine', 'aus']",männern
"['crowd', 'of', 'men', 'and', 'women']","['aus', 'männern']",und
"['of', 'men', 'and', 'women', 'sitting']","['männern', 'und']",frauen
"['men', 'and', 'women', 'sitting', 'and']","['und', 'frauen']",bestehende
"['and', 'women', 'sitting', 'and', 'standing']","['frauen', 'bestehende']",menschenmenge
"['women', 'sitting', 'and', 'standing', 'by']","['bestehende', 'menschenmenge']",sitzt
"['sitting', 'and', 'standing', 'by', 'a']","['menschenmenge', 'sitzt']",bzw.
"['and', 'standing', 'by', 'a', 'we']","['sitzt', 'bzw.']",steht
"['standing', 'by', 'a', 'we', 'are']","['bzw.', 'steht']",bei
"['by', 'a', 'we', 'are', 'demanding']","['steht', 'bei']",einem
"['a', 'we', 'are', 'demanding', 'sign']","['bei', 'einem']",schild
"['we', 'are', 'demanding', 'sign', '.']","['einem', 'schild']",mit
"['are', 'demanding', 'sign', '.', '</s>']","['schild', 'mit']",forderungen
"['demanding', 'sign', '.', '</s>', '</s>']","['mit', 'forderungen']",.

"['<s>', '<s>', 'five', 'asian', 'friends']","['<s>', '<s>']",fünf
"['<s>', 'five', 'asian', 'friends', 'posing']","['<s>', 'fünf']",asiatische
"['five', 'asian', 'friends', 'posing', 'together']","['fünf', 'asiatische']",freund
"['asian', 'friends', 'posing', 'together', 'for']","['asiatische', 'freund']",posieren
"['friends', 'posing', 'together', 'for', 'a']","['freund', 'posieren']",zusammen
"['posing', 'together', 'for', 'a', 'picture']","['posieren', 'zusammen']",für
"['together', 'for', 'a', 'picture', '.']","['zusammen', 'für']",ein
"['for', 'a', 'picture', '.', '</s>']","['für', 'ein']",foto
"['a', 'picture', '.', '</s>', '</s>']","['ein', 'foto']",.

"['<s>', '<s>', 'four', 'women', 'and']","['<s>', '<s>']",vier
"['<s>', '<s>', 'four', 'women', 'and']","['<s>', 'vier']",frauen
"['<s>', 'four', 'women', 'and', 'one']","['vier', 'frauen']",und
"['four', 'women', 'and', 'one', 'man']","['frauen', 'und']",ein
"['women', 'and', 'one', 'man', 'sitting']","['und', 'ein']",mann
"['and', 'one', 'man', 'sitting', 'on']","['ein', 'mann']",sitzen
"['one', 'man', 'sitting', 'on', 'the']","['mann', 'sitzen']",mit
"['man', 'sitting', 'on', 'the', 'sidewalk']","['sitzen', 'mit']",schlafsäcken
"['sitting', 'on', 'the', 'sidewalk', 'with']","['mit', 'schlafsäcken']",auf
"['on', 'the', 'sidewalk', 'with', 'sleeping']","['schlafsäcken', 'auf']",dem
"['the', 'sidewalk', 'with', 'sleeping', 'bags']","['auf', 'dem']",bürgersteig
"['sidewalk', 'with', 'sleeping', 'bags', '.']","['dem', 'bürgersteig']",.

"['<s>', '<s>', 'a', 'lot', 'of']","['<s>', '<s>']",viele
"['<s>', '<s>', 'a', 'lot', 'of']","['<s>', 'viele']",warm
"['<s>', 'a', 'lot', 'of', 'people']","['viele', 'warm']",angezogene
"['<s>', 'a', 'lot', 'of', 'people']","['warm', 'angezogene']",menschen

"['<s>', '<s>', 'three', 'young', 'people']","['<s>', '<s>']",drei
"['<s>', 'three', 'young', 'people', 'are']","['<s>', 'drei']",junge
"['three', 'young', 'people', 'are', 'snuggling']","['drei', 'junge']",leute
"['young', 'people', 'are', 'snuggling', 'under']","['junge', 'leute']",kuscheln
"['people', 'are', 'snuggling', 'under', 'a']","['leute', 'kuscheln']",sich
"['are', 'snuggling', 'under', 'a', 'blanket']","['kuscheln', 'sich']",unter
"['snuggling', 'under', 'a', 'blanket', 'on']","['sich', 'unter']",eine
"['under', 'a', 'blanket', 'on', 'a']","['unter', 'eine']",decke
"['a', 'blanket', 'on', 'a', 'sidewalk']","['eine', 'decke']",auf
"['blanket', 'on', 'a', 'sidewalk', '.']","['decke', 'auf']",einem
"['on', 'a', 'sidewalk', '.', '</s>']","['auf', 'einem']",gehweg
"['a', 'sidewalk', '.', '</s>', '</s>']","['einem', 'gehweg']",.

"['<s>', '<s>', 'two', 'people', 'are']","['<s>', '<s>']",zwei
"['<s>', '<s>', 'two', 'people', 'are']","['<s>', 'zwei']",personen
"['<s>', 'two', 'people', 'are', 'taking']","['zwei', 'personen']",machen
"['two', 'people', 'are', 'taking', 'pictures']","['personen', 'machen']",fotos
"['people', 'are', 'taking', 'pictures', '.']","['machen', 'fotos']",.

"['<s>', '<s>', 'three', 'women', 'and']","['<s>', '<s>']",drei
"['<s>', 'three', 'women', 'and', 'a']","['<s>', 'drei']",frauen
"['three', 'women', 'and', 'a', 'man']","['drei', 'frauen']",und
"['women', 'and', 'a', 'man', 'in']","['frauen', 'und']",ein
"['and', 'a', 'man', 'in', 'a']","['und', 'ein']",mann
